sort_name,clean_name,album,x2003_rank_old,x2003_rank,x2012_rank,x2020_rank,x2020_2003_differential,release_year,album_genre,album_type,wks_on_billboard,peak_billboard_position,spotify_popularity,spotify_uri,chartmetric_link,artist_member_count,artist_gender,artist_birth_year_sum,debut_album_release_year,avg_age_at_top_500_album,years_between_debut_and_top_500_album,album_id,album_id_quoted,x25,x26
Aaliyah,Aaliyah,,NA,NA,NA,314,187,1996,Soul/Gospel/R&B,Studio,,18,,spotify:album:79EIRdmpPSIWfRlxaZdJbG,https://app.chartmetric.com/album/14059446/about,,Female,,,,,79EIRdmpPSIWfRlxaZdJbG,"""79EIRdmpPSIWfRlxaZdJbG"",",NA,NA
Rosalia,Rosalia,,NA,NA,NA,315,186,2018,Latin,Studio,,201,,spotify:album:355bjCHzRJztCzaG5Za4gq,https://app.chartmetric.com/album/3386191/about,,Female,,,,,355bjCHzRJztCzaG5Za4gq,"""355bjCHzRJztCzaG5Za4gq"",",NA,NA
"Holiday, Billie",Billie Holiday,,NA,NA,NA,317,184,1958,Big Band/Jazz,Studio,,201,,spotify:album:4LrLP7DM1KBj8r2Sc098JA,https://app.chartmetric.com/album/613335/about,,Female,,,,,4LrLP7DM1KBj8r2Sc098JA,"""4LrLP7DM1KBj8r2Sc098JA"",",NA,NA
Beatles,The Beatles,,53,59,53,197,-138,1964,Rock n' Roll/Rhythm & Blues,Studio,,1,,Not on Spotify,NA,,Male,,,,,NOS009,"""Not on Spotify"",",NA,NA
"Del Ray, Lana",Lana Del Ray,,NA,NA,NA,321,180,2019,NA,Studio,,3,,spotify:album:5XpEKORZ4y6OrCZSKsi46A,https://app.chartmetric.com/album/4750860/about,,Female,,,,,5XpEKORZ4y6OrCZSKsi46A,"""5XpEKORZ4y6OrCZSKsi46A"",",NA,NA
Beatles,The Beatles,,384,388,307,263,125,1964,Rock n' Roll/Rhythm & Blues,Studio,,1,,spotify:album:6wCttLq0ADzkPgtRnUihLV,https://app.chartmetric.com/album/3309606/about,,Male,,,,,6wCttLq0ADzkPgtRnUihLV,"""6wCttLq0ADzkPgtRnUihLV"",",NA,NA
"Waters, Muddy",Muddy Waters,,277,280,282,NA,-221,1964,Blues/Blues Rock,Studio,,201,,spotify:album:4bi0CKFKviadIaSlkakfN7,https://app.chartmetric.com/album/3398025/about,,Male,,,,,4bi0CKFKviadIaSlkakfN7,"""4bi0CKFKviadIaSlkakfN7"",",NA,NA
"Welch, Gillian",Gillian Welch,,NA,NA,NA,348,153,2001,Country/Folk/Country Rock/Folk Rock,Studio,,157,,spotify:album:55FP2ypQcghszSqylyBRbp,https://app.chartmetric.com/album/1428551/about,,Female,,,,,55FP2ypQcghszSqylyBRbp,"""55FP2ypQcghszSqylyBRbp"",",NA,NA
"Franklin, Aretha",Aretha Franklin,,NA,NA,NA,388,113,1972,Soul/Gospel/R&B,Studio,,11,,spotify:album:0k5C3Z7w7uQpyGFQEzl7yB,https://app.chartmetric.com/album/1568647/about,,Female,,,,,0k5C3Z7w7uQpyGFQEzl7yB,"""0k5C3Z7w7uQpyGFQEzl7yB"",",NA,NA
"Carey, Mariah",Mariah Carey,,NA,NA,NA,389,112,2005,Soul/Gospel/R&B,Studio,,1,,spotify:album:43iBTEWECK7hSnE0p6GgNo,https://app.chartmetric.com/album/3956442/about,,Female,,,,,43iBTEWECK7hSnE0p6GgNo,"""43iBTEWECK7hSnE0p6GgNo"",",NA,NA
Kelis,Kelis,,NA,NA,NA,391,110,1999,NA,Studio,,144,,spotify:album:2QFua4q4idl0jgRavneYZ9,https://app.chartmetric.com/album/31678042/about,,Female,,,,,2QFua4q4idl0jgRavneYZ9,"""2QFua4q4idl0jgRavneYZ9"",",NA,NA
"Swift, Taylor",Taylor Swift,,NA,NA,NA,393,108,2014,NA,Studio,,1,,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://app.chartmetric.com/album/2992928/about,,Female,,,,,2QJmrSgbdM35R67eoGQo4j,"""2QJmrSgbdM35R67eoGQo4j"",",NA,NA
"Ross, Diana",Diana Ross,,NA,NA,NA,394,107,1980,Funk/Disco,Studio,,2,,spotify:album:3zgDLoVcpVGfFbDZJf3uHI,https://app.chartmetric.com/album/3272861/about,,Female,,,,,3zgDLoVcpVGfFbDZJf3uHI,"""3zgDLoVcpVGfFbDZJf3uHI"",",NA,NA
"EIlish, Billie",Billie EIlish,,NA,NA,NA,397,104,2019,Indie/Alternative Rock,Studio,,1,,spotify:album:0S0KGZnfBGSIssfF54WSJh,https://app.chartmetric.com/album/4063954/about,,Female,,,,,0S0KGZnfBGSIssfF54WSJh,"""0S0KGZnfBGSIssfF54WSJh"",",NA,NA
Raincoats,The Raincoats,,NA,NA,NA,398,103,1979,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:190Tx9jPHndq0qUlq79BJJ,https://app.chartmetric.com/album/687720/about,,Female,,,,,190Tx9jPHndq0qUlq79BJJ,"""190Tx9jPHndq0qUlq79BJJ"",",NA,NA
Getz & Gilberto,Getz & Gilberto,,446,454,447,NA,-47,1964,Big Band/Jazz,Studio,,105,,spotify:album:73ZRKdD3Ds43IjHrhKgucY,https://app.chartmetric.com/album/7004452/about,,Male,,,,,73ZRKdD3Ds43IjHrhKgucY,"""73ZRKdD3Ds43IjHrhKgucY"",",NA,NA
"Baker, Anita",Anita Baker,,NA,NA,NA,404,97,1986,Soul/Gospel/R&B,Studio,,11,,Not on Spotify,NA,,Female,,,,,NOS118,"""Not on Spotify"",",NA,NA
M.I.A.,M.I.A.,,NA,NA,NA,421,80,2005,Electronic,Studio,,190,,spotify:album:7CzEknt9gJwe0QC89ir1JX,https://app.chartmetric.com/album/5168838/about,,Female,,,,,7CzEknt9gJwe0QC89ir1JX,"""7CzEknt9gJwe0QC89ir1JX"",",NA,NA
"WIlliams, Lucinda",Lucinda Williams,,NA,NA,NA,426,75,1988,Country/Folk/Country Rock/Folk Rock,Studio,,201,,spotify:album:63498KErJdRts4KWrgv2dT,https://app.chartmetric.com/album/2436328/about,,Female,,,,,63498KErJdRts4KWrgv2dT,"""63498KErJdRts4KWrgv2dT"",",NA,NA
"Lynn, Loretta",Loretta Lynn,,NA,NA,NA,440,61,1971,Country/Folk/Country Rock/Folk Rock,Studio,,81,,spotify:album:2SayIIdZkrtb9I4BbdnyOr,https://app.chartmetric.com/album/3967697/about,,Female,,,,,2SayIIdZkrtb9I4BbdnyOr,"""2SayIIdZkrtb9I4BbdnyOr"",",NA,NA
"Spears, Britney",Britney Spears,,NA,NA,NA,441,60,2007,NA,Studio,,2,,spotify:album:1ePkYcH5ZQCb1b4tQeiEDj,https://app.chartmetric.com/album/245157/about,,Female,,,,,1ePkYcH5ZQCb1b4tQeiEDj,"""1ePkYcH5ZQCb1b4tQeiEDj"",",NA,NA
"Apple, Fiona",Fiona Apple,,NA,NA,NA,444,57,2005,Indie/Alternative Rock,Studio,,7,,spotify:album:1z0O8lKuQRs974S8wcRiAs,https://app.chartmetric.com/album/472569/about,,Female,,,,,1z0O8lKuQRs974S8wcRiAs,"""1z0O8lKuQRs974S8wcRiAs"",",NA,NA
"Coltrane, Alice",Alice Coltrane,,NA,NA,NA,446,55,1971,Big Band/Jazz,Studio,,201,,spotify:album:6zV55F6W8kh1qe8LHhqRbz,https://app.chartmetric.com/album/3873412/about,,Female,,,,,6zV55F6W8kh1qe8LHhqRbz,"""6zV55F6W8kh1qe8LHhqRbz"",",NA,NA
"Flack, Roberta",Roberta Flack,,NA,NA,NA,451,50,1969,Soul/Gospel/R&B,Studio,,1,,spotify:album:2ARWEOvaUgm4FSj25MpY6F,https://app.chartmetric.com/album/3959235/about,,Female,,,,,2ARWEOvaUgm4FSj25MpY6F,"""2ARWEOvaUgm4FSj25MpY6F"",",NA,NA
"Dylan, Bob",Bob Dylan,,4,4,4,18,-14,1965,Country/Folk/Country Rock/Folk Rock,Studio,,3,,spotify:album:6YabPKtZAjxwyWbuO9p4ZD,https://app.chartmetric.com/album/1694304/about,,Male,,,,,6YabPKtZAjxwyWbuO9p4ZD,"""6YabPKtZAjxwyWbuO9p4ZD"",",NA,NA
Beatles,The Beatles,,5,5,5,35,-30,1965,NA,Studio,,1,,spotify:album:50o7kf2wLwVmOTVYJOTplm,https://app.chartmetric.com/album/2969826/about,,Male,,,,,50o7kf2wLwVmOTVYJOTplm,"""50o7kf2wLwVmOTVYJOTplm"",",NA,NA
Lorde,Lorde,,NA,NA,NA,460,41,2017,NA,Studio,,1,,spotify:album:2B87zXm9bOWvAJdkJBTpzF,https://app.chartmetric.com/album/3223495/about,,Female,,,,,2B87zXm9bOWvAJdkJBTpzF,"""2B87zXm9bOWvAJdkJBTpzF"",",NA,NA
"Nyro, Laura",Laura Nyro,,NA,NA,NA,463,38,1968,NA,Studio,,181,,spotify:album:533zqKatpy90jse2K5IaiQ,https://app.chartmetric.com/album/1701235/about,,Female,,,,,533zqKatpy90jse2K5IaiQ,"""533zqKatpy90jse2K5IaiQ"",",NA,NA
SZA,SZA,,NA,NA,NA,472,29,2017,Soul/Gospel/R&B,Studio,,3,,spotify:album:6OgQ8QxV9rrdtmRmzGvwiT,https://app.chartmetric.com/album/1572758/about,,Female,,,,,6OgQ8QxV9rrdtmRmzGvwiT,"""6OgQ8QxV9rrdtmRmzGvwiT"",",NA,NA
"Crow, Sheryl",Sheryl Crow,,NA,NA,NA,475,26,1996,NA,Studio,,6,,spotify:album:3w7TTi80vZApF0rQE5DMYb,https://app.chartmetric.com/album/3090171/about,,Female,,,,,3w7TTi80vZApF0rQE5DMYb,"""3w7TTi80vZApF0rQE5DMYb"",",NA,NA
Selena,Selena,,NA,NA,NA,479,22,1994,Latin,Studio,,183,,spotify:album:6iv9WTw1nhNxSsgKaxMp4E,https://app.chartmetric.com/album/3255234/about,,Female,,,,,6iv9WTw1nhNxSsgKaxMp4E,"""6iv9WTw1nhNxSsgKaxMp4E"",",NA,NA
"Lambert, Miranda",Miranda Lambert,,NA,NA,NA,480,21,2016,Country/Folk/Country Rock/Folk Rock,Studio,,3,,spotify:album:563h536tB6n8Dn62jr4RZG,https://app.chartmetric.com/album/234821/about,,Female,,,,,563h536tB6n8Dn62jr4RZG,"""563h536tB6n8Dn62jr4RZG"",",NA,NA
Lady Gaga,Lady Gaga,,NA,NA,NA,484,17,2011,Electronic,Studio,,1,,spotify:album:2KkMVsxymoNR7hRmBcMttd,https://app.chartmetric.com/album/3047863/about,,Female,,,,,2KkMVsxymoNR7hRmBcMttd,"""2KkMVsxymoNR7hRmBcMttd"",",NA,NA
"Coltrane, John",John Coltrane,,47,47,47,66,-19,1965,Big Band/Jazz,Studio,,64,,spotify:album:7Eoz7hJvaX1eFkbpQxC5PA,https://app.chartmetric.com/album/3277543/about,,Male,,,,,7Eoz7hJvaX1eFkbpQxC5PA,"""7Eoz7hJvaX1eFkbpQxC5PA"",",NA,NA
"Redding, Otis",Otis Redding,,75,74,78,178,-104,1965,Soul/Gospel/R&B,Studio,,75,,spotify:album:68BCjMsHX4Gf11BJSkjwGz,https://app.chartmetric.com/album/370593/about,,Male,,,,,68BCjMsHX4Gf11BJSkjwGz,"""68BCjMsHX4Gf11BJSkjwGz"",",NA,NA
"Dylan, Bob",Bob Dylan,,31,31,31,181,-150,1965,Country/Folk/Country Rock/Folk Rock,Studio,,6,,spotify:album:1lPoRKSgZHQAYXxzBsOQ7v,https://app.chartmetric.com/album/3952104/about,,Male,,,,,1lPoRKSgZHQAYXxzBsOQ7v,"""1lPoRKSgZHQAYXxzBsOQ7v"",",NA,NA
Shakira,Shakira,,NA,NA,NA,496,5,1998,Latin,Studio,,131,,spotify:album:5hcKSTqKOLuzJgYIQileAe,https://app.chartmetric.com/album/389980/about,,Female,,,,,5hcKSTqKOLuzJgYIQileAe,"""5hcKSTqKOLuzJgYIQileAe"",",NA,NA
Beatles,The Beatles,,328,332,331,266,66,1965,NA,Studio,,1,,spotify:album:0PT5m6hwPRrpBwIHVnvbFX,https://app.chartmetric.com/album/3013078/about,,Male,,,,,0PT5m6hwPRrpBwIHVnvbFX,"""0PT5m6hwPRrpBwIHVnvbFX"",",NA,NA
Byrds,The Byrds,,228,232,233,287,-55,1965,NA,Studio,,6,,spotify:album:0pkrqPjeq9K5KD0hFqAKNa,https://app.chartmetric.com/album/3954816/about,,Male,,,,,0pkrqPjeq9K5KD0hFqAKNa,"""0pkrqPjeq9K5KD0hFqAKNa"",",NA,NA
"King, B.B.",B.B. King,,141,141,141,299,-158,1965,Blues/Blues Rock,Live,,78,,spotify:album:7njGz7ZeDXL6cH3VnflcQ2,https://app.chartmetric.com/album/3872217/about,,Male,,,,,7njGz7ZeDXL6cH3VnflcQ2,"""7njGz7ZeDXL6cH3VnflcQ2"",",NA,NA
Beach Boys,The Beach Boys,,267,270,271,466,-196,1965,NA,Studio,,4,,spotify:album:1xPtXzS5yCbDAqC7pxRCaF,https://app.chartmetric.com/album/3357814/about,,Male,,,,,1xPtXzS5yCbDAqC7pxRCaF,"""1xPtXzS5yCbDAqC7pxRCaF"",",NA,NA
Rolling Stones,Rolling Stones,,116,114,116,NA,-387,1965,Blues/Blues Rock,Studio,,1,,spotify:album:2Q5MwpTmtjscaS34mJFXQQ,https://app.chartmetric.com/album/3886626/about,,Male,,,,,2Q5MwpTmtjscaS34mJFXQQ,"""2Q5MwpTmtjscaS34mJFXQQ"",",NA,6GjwtEZcfenmOf6l18N7T7
Rolling Stones,Rolling Stones,,179,181,180,NA,-320,1965,Blues/Blues Rock,Studio,,5,,spotify:album:592dKHbXtiglWyt8AEet23,https://app.chartmetric.com/album/3886625/about,,Male,,,,,592dKHbXtiglWyt8AEet23,"""592dKHbXtiglWyt8AEet23"",",NA,NA
"Who, The",The Who,,232,236,237,NA,-265,1965,Blues/Blues Rock,Studio,,201,,spotify:album:6Oc6Ok1Oawu8lRkjmD4mXy,https://app.chartmetric.com/album/3213503/about,,Male,,,,,6Oc6Ok1Oawu8lRkjmD4mXy,"""6Oc6Ok1Oawu8lRkjmD4mXy"",",NA,NA
Yardbirds,The Yardbirds,,349,353,355,NA,-148,1965,Blues/Blues Rock,Studio,,53,,spotify:album:5SC92pfXSbQvZjgfk0oGno,https://app.chartmetric.com/album/6046652/about,,Male,,,,,5SC92pfXSbQvZjgfk0oGno,"""5SC92pfXSbQvZjgfk0oGno"",",NA,NA
Paul Butterfield Blues Band,Paul Butterfield Blues Band,,468,476,468,NA,-25,1965,Blues/Blues Rock,Studio,,136,,spotify:album:785WNIAl2zC3OZ6XHjFaIG,https://app.chartmetric.com/album/3956953/about,,Male,,,,,785WNIAl2zC3OZ6XHjFaIG,"""785WNIAl2zC3OZ6XHjFaIG"",",NA,NA
Beach Boys,The Beach Boys,,2,2,2,2,0,1966,NA,Studio,,10,,spotify:album:2CNEkSE8TADXRT2AzcEt1b,https://app.chartmetric.com/album/27105506/about,,Male,,,,,2CNEkSE8TADXRT2AzcEt1b,"""2CNEkSE8TADXRT2AzcEt1b"",",NA,NA
Beatles,The Beatles,,3,3,3,11,-8,1966,NA,Studio,,1,,spotify:album:3PRoXYsngSwjEQWR5PsHWR,https://app.chartmetric.com/album/3064566/about,,Male,,,,,3PRoXYsngSwjEQWR5PsHWR,"""3PRoXYsngSwjEQWR5PsHWR"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,353,17,484,2010,Hip-Hop/Rap,Studio,,1,,spotify:album:20r762YmB5HeofjMCiPMLv,https://app.chartmetric.com/album/3258245/about,,Male,,,,,20r762YmB5HeofjMCiPMLv,"""20r762YmB5HeofjMCiPMLv"",",NA,NA
"Dylan, Bob",Bob Dylan,,9,9,9,38,-29,1966,Country/Folk/Country Rock/Folk Rock,Studio,,9,,spotify:album:4NP1rhnsPdYpnyJP0p0k0L,https://app.chartmetric.com/album/3952057/about,,Male,,,,,4NP1rhnsPdYpnyJP0p0k0L,"""4NP1rhnsPdYpnyJP0p0k0L"",",NA,NA
"Lamar, Kendrick",Kendrick Lamar,,NA,NA,NA,19,482,2015,Hip-Hop/Rap,Studio,,1,,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,https://app.chartmetric.com/album/3331129/about,,Male,,,,,7ycBtnsMtyVbbwTfJwRjSP,"""7ycBtnsMtyVbbwTfJwRjSP"",",NA,NA
Rolling Stones,Rolling Stones,,109,108,109,330,-222,1966,Blues/Blues Rock,Studio,,2,,spotify:album:72qrnM4yUNMDDlWiqKc8iY,https://app.chartmetric.com/album/3886629/about,,Male,,,,,72qrnM4yUNMDDlWiqKc8iY,"""72qrnM4yUNMDDlWiqKc8iY"",",NA,NA
"Redding, Otis",Otis Redding,,248,251,254,448,-197,1966,Soul/Gospel/R&B,Studio,,73,,spotify:album:0WfED1nqBzTMxv0NvnUNjf,https://app.chartmetric.com/album/46726/about,,Male,,,,,0WfED1nqBzTMxv0NvnUNjf,"""0WfED1nqBzTMxv0NvnUNjf"",",NA,NA
Cream,Cream,,102,101,102,NA,-400,1966,Blues/Blues Rock,Studio,,39,,spotify:album:6iyKqDoL9pRSHUsDBYemlB,https://app.chartmetric.com/album/3287547/about,,Male,,,,,6iyKqDoL9pRSHUsDBYemlB,"""6iyKqDoL9pRSHUsDBYemlB"",",NA,NA
"Mayall, John & the Bluesbreakers",John Mayall & the Bluesbreakers,,193,195,195,NA,-306,1966,Blues/Blues Rock,Studio,,201,,spotify:album:4bSvzPMgzwvfqHAbcWG88o,https://app.chartmetric.com/album/2787242/about,,Male,,,,,4bSvzPMgzwvfqHAbcWG88o,"""4bSvzPMgzwvfqHAbcWG88o"",",NA,NA
Simon & Garfunkel,Simon & Garfunkel,,199,201,202,NA,-300,1966,Country/Folk/Country Rock/Folk Rock,Studio,,4,,spotify:album:1sh32o99zA04PJIUJUpEj7,https://app.chartmetric.com/album/4528878/about,,Male,,,,,1sh32o99zA04PJIUJUpEj7,"""1sh32o99zA04PJIUJUpEj7"",",NA,NA
Mothers of Invention,The Mothers of Invention,,240,243,246,NA,-258,1966,NA,Studio,,130,,spotify:album:6qfS5de8GAy1G5tk7tyiof,https://app.chartmetric.com/album/3132984/about,,Male,,,,,6qfS5de8GAy1G5tk7tyiof,"""6qfS5de8GAy1G5tk7tyiof"",",NA,NA
Yardbirds,The Yardbirds,,345,349,350,NA,-152,1966,Blues/Blues Rock,Studio,,52,,spotify:album:3s6wTRMDispMa4gCd26FPc,https://app.chartmetric.com/album/1248007/about,,Male,,,,,3s6wTRMDispMa4gCd26FPc,"""3s6wTRMDispMa4gCd26FPc"",",NA,NA
"Who, The",The Who,,379,383,384,NA,-118,1966,Blues/Blues Rock,Studio,,67,,spotify:album:6f4mqM3RNAfO1t6XeeUa8P,https://app.chartmetric.com/album/3872094/about,,Male,,,,,6f4mqM3RNAfO1t6XeeUa8P,"""6f4mqM3RNAfO1t6XeeUa8P"",",NA,NA
"Robinson, Smokey & the Miracles",Smokey Robinson & the Miracles,,268,271,273,412,-141,1966,Soul/Gospel/R&B,Studio,,8,,spotify:album:2NT1Pc0MXlXORHLBkHyKQW,https://app.chartmetric.com/album/4137698/about,,Male/Female,,,,,2NT1Pc0MXlXORHLBkHyKQW,"""2NT1Pc0MXlXORHLBkHyKQW"",",NA,NA
Mamas and the Papas,The Mamas and the Papas,,112,127,112,NA,-374,1966,NA,Studio,,1,,spotify:album:76oMr4Y2pOtcrvZLc2ZikF,https://app.chartmetric.com/album/3872261/about,,Male/Female,,,,,76oMr4Y2pOtcrvZLc2ZikF,"""76oMr4Y2pOtcrvZLc2ZikF"",",NA,NA
"Franklin, Aretha",Aretha Franklin,,83,83,84,13,70,1967,Soul/Gospel/R&B,Studio,,2,,spotify:album:5WndWfzGwCkHzAbQXVkg2V,https://app.chartmetric.com/album/476480/about,,Female,,,,,5WndWfzGwCkHzAbQXVkg2V,"""5WndWfzGwCkHzAbQXVkg2V"",",NA,NA
Beatles,The Beatles,,1,1,1,24,-23,1967,NA,Studio,,1,,spotify:album:6QaVfG1pHYl1z15ZxkvVDW,https://app.chartmetric.com/album/3024170/about,,Male,,,,,6QaVfG1pHYl1z15ZxkvVDW,"""6QaVfG1pHYl1z15ZxkvVDW"",",NA,NA
Jimi Hendrix Experience,Jimi Hendrix Experience,,15,15,15,30,-15,1967,Blues/Blues Rock,Studio,,5,,spotify:album:7rSZXXHHvIhF4yUFdaOCy9,https://app.chartmetric.com/album/460600/about,,Male,,,,,7rSZXXHHvIhF4yUFdaOCy9,"""7rSZXXHHvIhF4yUFdaOCy9"",",NA,NA
Doors,The Doors,,42,42,42,86,-44,1967,Blues/Blues Rock,Studio,,2,,spotify:album:1jWmEhn3ggaL6isoyLfwBn,https://app.chartmetric.com/album/448732/about,,Male,,,,,1jWmEhn3ggaL6isoyLfwBn,"""1jWmEhn3ggaL6isoyLfwBn"",",NA,NA
Jimi Hendrix Experience,Jimi Hendrix Experience,,82,82,83,92,-10,1967,Blues/Blues Rock,Studio,,55,,spotify:album:3uFZf8rykoHo7XMIQVYW6r,https://app.chartmetric.com/album/609425/about,,Male,,,,,3uFZf8rykoHo7XMIQVYW6r,"""3uFZf8rykoHo7XMIQVYW6r"",",NA,NA
Cream,Cream,,114,112,114,170,-58,1967,Blues/Blues Rock,Studio,,4,,spotify:album:6fRqzJT070Kp9RWlSXmKcY,https://app.chartmetric.com/album/3194969/about,,Male,,,,,6fRqzJT070Kp9RWlSXmKcY,"""6fRqzJT070Kp9RWlSXmKcY"",",NA,NA
Love,Love,,40,40,40,180,-140,1967,NA,Studio,,154,,spotify:album:2amHBpP8C0EUy6yBNy6nN6,https://app.chartmetric.com/album/1475251/about,,Male,,,,,2amHBpP8C0EUy6yBNy6nN6,"""2amHBpP8C0EUy6yBNy6nN6"",",NA,NA
Pink Floyd,Pink Floyd,,343,347,347,253,94,1967,NA,Studio,,131,,spotify:album:2Se4ZylF9NkFGD92yv1aZC,https://app.chartmetric.com/album/609539/about,,Male,,,,,2Se4ZylF9NkFGD92yv1aZC,"""2Se4ZylF9NkFGD92yv1aZC"",",NA,NA
"Who, The",The Who,,115,113,115,316,-203,1967,NA,Studio,,48,,spotify:album:2nSduHVT17MPQCehfMRPG6,https://app.chartmetric.com/album/3872095/about,,Male,,,,,2nSduHVT17MPQCehfMRPG6,"""2nSduHVT17MPQCehfMRPG6"",",NA,NA
"Dylan, Bob",Bob Dylan,,297,301,303,337,-36,1967,Country/Folk/Country Rock/Folk Rock,Studio,,2,,spotify:album:2KzCDxKpgLqBffHu1IZ7Kn,https://app.chartmetric.com/album/1424638/about,,Male,,,,,2KzCDxKpgLqBffHu1IZ7Kn,"""2KzCDxKpgLqBffHu1IZ7Kn"",",NA,NA
Kinks,The Kinks,,285,288,289,478,-190,1967,NA,Studio,,153,,spotify:album:3n0mKh1yuR5QjX6Vm0GKj2,https://app.chartmetric.com/album/1228781/about,,Male,,,,,3n0mKh1yuR5QjX6Vm0GKj2,"""3n0mKh1yuR5QjX6Vm0GKj2"",",NA,NA
Moby Grape,Moby Grape,,123,121,124,NA,-380,1967,NA,Studio,,24,,spotify:album:5MTUjDTUWFuyhWW7oRqqmi,https://app.chartmetric.com/album/1462057/about,,Male,,,,,5MTUjDTUWFuyhWW7oRqqmi,"""5MTUjDTUWFuyhWW7oRqqmi"",",NA,NA
Byrds,The Byrds,,126,124,127,NA,-377,1967,NA,Studio,,24,,spotify:album:33puYJ2y5qANDenRmL8BS1,https://app.chartmetric.com/album/625139/about,,Male,,,,,33puYJ2y5qANDenRmL8BS1,"""33puYJ2y5qANDenRmL8BS1"",",NA,NA
OutKast,OutKast,,500,NA,500,49,452,1998,Hip-Hop/Rap,Studio,,2,,spotify:album:5ceB3rxgXqIRpsOvVzTG28,https://app.chartmetric.com/album/1009177/about,,Male,,,,,5ceB3rxgXqIRpsOvVzTG28,"""5ceB3rxgXqIRpsOvVzTG28"",",NA,NA
Buffalo Springfield,Buffalo Springfield,,186,188,188,NA,-313,1967,NA,Studio,,44,,spotify:album:7hez8jibf36E66GHpFkWz7,https://app.chartmetric.com/album/3959836/about,,Male,,,,,7hez8jibf36E66GHpFkWz7,"""7hez8jibf36E66GHpFkWz7"",",NA,NA
Little Walter,Little Walter,,196,198,198,NA,-303,1967,Blues/Blues Rock,Greatest Hits,,201,,spotify:album:2yIkYQJevVxZADVieZX1Bx,https://app.chartmetric.com/album/24407943/about,,Male,,,,,2yIkYQJevVxZADVieZX1Bx,"""2yIkYQJevVxZADVieZX1Bx"",",NA,NA
Rolling Stones,Rolling Stones,,351,355,357,NA,-146,1967,Blues/Blues Rock,Studio,,2,,spotify:album:36BIYdP4WtviD9Ngqc4SK5,https://app.chartmetric.com/album/3886632/about,,Male,,,,,36BIYdP4WtviD9Ngqc4SK5,"""36BIYdP4WtviD9Ngqc4SK5"",",NA,NA
Doors,The Doors,,403,407,409,NA,-94,1967,Blues/Blues Rock,Studio,,3,,spotify:album:6v5IVMmY1IvWtbfnQoiFSf,https://app.chartmetric.com/album/331442/about,,Male,,,,,6v5IVMmY1IvWtbfnQoiFSf,"""6v5IVMmY1IvWtbfnQoiFSf"",",NA,NA
"Redding, Otis",Otis Redding,,466,474,NA,NA,-27,1967,Soul/Gospel/R&B,Live,,32,,spotify:album:5tvVCSFJEwNS2oJZVTNEwn,https://app.chartmetric.com/album/3959837/about,,Male,,,,,5tvVCSFJEwNS2oJZVTNEwn,"""5tvVCSFJEwNS2oJZVTNEwn"",",NA,NA
"Haggard, Merle",Merle Haggard,,476,484,NA,NA,-17,1967,Country/Folk/Country Rock/Folk Rock,Studio,,167,,spotify:album:4f86JGfn6XvGs37HtWNstk,https://app.chartmetric.com/album/3023796/about,,Male,,,,,4f86JGfn6XvGs37HtWNstk,"""4f86JGfn6XvGs37HtWNstk"",",NA,NA
"King, Albert",Albert King,,491,499,491,NA,-2,1967,Blues/Blues Rock,Compilation,,201,,spotify:album:42WQ76qWDQmHlHvJa6Z3Uw,https://app.chartmetric.com/album/3892400/about,,Male,,,,,42WQ76qWDQmHlHvJa6Z3Uw,"""42WQ76qWDQmHlHvJa6Z3Uw"",",NA,NA
Byrds,The Byrds,,NA,178,NA,NA,-323,1967,NA,Greatest Hits,,6,,spotify:album:1NoUvTyvwokGSPcqudblVQ,https://app.chartmetric.com/album/3955320/about,,Male,,,,,1NoUvTyvwokGSPcqudblVQ,"""1NoUvTyvwokGSPcqudblVQ"",",NA,NA
Velvet Underground,The Velvet Underground,,13,13,13,23,-10,1967,Punk/Post-Punk/New Wave/Power Pop,Studio,,171,,spotify:album:4xwx0x7k6c5VuThz5qVqmV,https://app.chartmetric.com/album/3192093/about,,Male/Female,,,,,4xwx0x7k6c5VuThz5qVqmV,"""4xwx0x7k6c5VuThz5qVqmV"",",NA,NA
Jefferson Airplane,Jefferson Airplane,,146,146,146,471,-325,1967,NA,Studio,,3,,spotify:album:6lPb7Eoon6QPbscWbMsk6a,https://app.chartmetric.com/album/421583/about,,Male/Female,,,,,6lPb7Eoon6QPbscWbMsk6a,"""6lPb7Eoon6QPbscWbMsk6a"",",NA,NA
"Franklin, Aretha",Aretha Franklin,,84,84,85,75,9,1968,Soul/Gospel/R&B,Studio,,2,,spotify:album:7lEOKZaOpqP70UYqdLPejG,https://app.chartmetric.com/album/1036653/about,,Female,,,,,7lEOKZaOpqP70UYqdLPejG,"""7lEOKZaOpqP70UYqdLPejG"",",NA,NA
Beatles,The Beatles,,10,10,10,29,-19,1968,NA,Studio,,1,,spotify:album:1klALx0u4AavZNEvC4LrTL,https://app.chartmetric.com/album/3052367/about,,Male,,,,,1klALx0u4AavZNEvC4LrTL,"""1klALx0u4AavZNEvC4LrTL"",",NA,NA
