sort_name,clean_name,album,x2003_rank_old,x2003_rank,x2012_rank,x2020_rank,x2020_2003_differential,release_year,album_genre,album_type,wks_on_billboard,peak_billboard_position,spotify_popularity,spotify_uri,chartmetric_link,artist_member_count,artist_gender,artist_birth_year_sum,debut_album_release_year,avg_age_at_top_500_album,years_between_debut_and_top_500_album,album_id,album_id_quoted,x25,x26
Rolling Stones,Rolling Stones,,63,63,64,104,-41,1971,Blues/Blues Rock,Studio,,1,,spotify:album:29m6DinzdaD0OPqWKGyMdz,https://app.chartmetric.com/album/3265256/about,,Male,,,,,29m6DinzdaD0OPqWKGyMdz,"""29m6DinzdaD0OPqWKGyMdz"",",NA,NA
D'Angelo,D'Angelo,,NA,NA,NA,183,318,1995,Soul/Gospel/R&B,Studio,,22,,spotify:album:4HTVABUq8amDUxBv3zJbX4,https://app.chartmetric.com/album/2999094/about,,Male,,,,,4HTVABUq8amDUxBv3zJbX4,"""4HTVABUq8amDUxBv3zJbX4"",",NA,NA
Allman Brothers Band,The Allman Brothers Band,,49,49,49,105,-56,1971,Blues/Blues Rock,Live,,13,,spotify:album:0Y5Wlv2OJKaW0uDJ5HnUfy,https://app.chartmetric.com/album/3048115/about,,Male,,,,,0Y5Wlv2OJKaW0uDJ5HnUfy,"""0Y5Wlv2OJKaW0uDJ5HnUfy"",",NA,NA
Funkadelic,Funkadelic,,478,486,479,136,350,1971,Funk/Disco,Studio,,108,,spotify:album:3ywVzrwMQ3Kq43N9zBdBQm,https://app.chartmetric.com/album/17086816/about,,Male,,,,,3ywVzrwMQ3Kq43N9zBdBQm,"""3ywVzrwMQ3Kq43N9zBdBQm"",",NA,NA
Ice Cube,Ice Cube,,NA,NA,NA,187,314,1990,Hip-Hop/Rap,Studio,,19,,spotify:album:3AI5kAUjgNtZBwFRi6opDc,https://app.chartmetric.com/album/3030995/about,,Male,,,,,3AI5kAUjgNtZBwFRi6opDc,"""3AI5kAUjgNtZBwFRi6opDc"",",NA,NA
"Prine, John",John Prince,,450,458,452,149,309,1971,Country/Folk/Country Rock/Folk Rock,Studio,,154,,spotify:album:5t4FHrIAHI8nolSAOBRgPp,https://app.chartmetric.com/album/3959047/about,,Male,,,,,5t4FHrIAHI8nolSAOBRgPp,"""5t4FHrIAHI8nolSAOBRgPp"",",NA,NA
"Stewart, Rod",Rod Stewart,,171,172,172,177,-5,1971,NA,Studio,,1,,spotify:album:4VykjLwkyfKMZVLrJJVrYh,https://app.chartmetric.com/album/4137456/about,,Male,,,,,4VykjLwkyfKMZVLrJJVrYh,"""4VykjLwkyfKMZVLrJJVrYh"",",NA,NA
T. Rex,T. Rex,,159,160,160,188,-28,1971,Blues/Blues Rock,Studio,,32,,spotify:album:4Yw5uS8at8GkWmH2gZmLY0,https://app.chartmetric.com/album/1130881/about,,Male,,,,,4Yw5uS8at8GkWmH2gZmLY0,"""4Yw5uS8at8GkWmH2gZmLY0"",",NA,NA
"Lennon, John",John Lennon,,77,76,80,223,-147,1971,NA,Studio,,1,,spotify:album:0xzaemKucrJpYhyl7TltAk,https://app.chartmetric.com/album/3238663/about,,Male,,,,,0xzaemKucrJpYhyl7TltAk,"""0xzaemKucrJpYhyl7TltAk"",",NA,NA
Black Sabbath,Black Sabbath,,294,298,300,234,64,1971,Hard Rock/Metal,Studio,,8,,spotify:album:7pGb2cOGVz6vLyaZaKOQ7D,https://app.chartmetric.com/album/327665/about,,Male,,,,,7pGb2cOGVz6vLyaZaKOQ7D,"""7pGb2cOGVz6vLyaZaKOQ7D"",",NA,NA
"Cohen, Leonard",Leonard Cohen,,NA,NA,295,195,306,1970,Country/Folk/Country Rock/Folk Rock,Studio,,145,,spotify:album:2Om4oR7plGGub1aYe5uB7B,https://app.chartmetric.com/album/1393360/about,,Male,,,,,2Om4oR7plGGub1aYe5uB7B,"""2Om4oR7plGGub1aYe5uB7B"",",NA,NA
"Drake, Nick",Nick Drake,,242,245,NA,NA,-256,1971,NA,Studio,,201,,spotify:album:04FfqGvZJ9oUBGRVrq2FE5,https://app.chartmetric.com/album/3918647/about,,Male,,,,,04FfqGvZJ9oUBGRVrq2FE5,"""04FfqGvZJ9oUBGRVrq2FE5"",",NA,NA
Jethro Tull,Jethro Tull,,333,337,337,NA,-164,1971,Blues/Blues Rock,Studio,,7,,spotify:album:0NGM3Ftwjw0dLNpAowmz3x,https://app.chartmetric.com/album/3132051/about,,Male,,,,,0NGM3Ftwjw0dLNpAowmz3x,"""0NGM3Ftwjw0dLNpAowmz3x"",",NA,NA
A Tribe Called Quest,A Tribe Called Quest,,NA,NA,NA,201,300,1993,Hip-Hop/Rap,Studio,,8,,spotify:album:4v5x3Oo3UjQ9YmF3hRAip5,https://app.chartmetric.com/album/3874606/about,,Male,,,,,4v5x3Oo3UjQ9YmF3hRAip5,"""4v5x3Oo3UjQ9YmF3hRAip5"",",NA,NA
Doors,The Doors,,358,362,364,NA,-139,1971,Blues/Blues Rock,Studio,,9,,spotify:album:7IKUTIc9UWuVngyGPtqNHS,https://app.chartmetric.com/album/3956960/about,,Male,,,,,7IKUTIc9UWuVngyGPtqNHS,"""7IKUTIc9UWuVngyGPtqNHS"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,NA,204,297,2007,Hip-Hop/Rap,Studio,,1,,spotify:album:4SZko61aMnmgvNhfhgTuD3,https://app.chartmetric.com/album/5082783/about,,Male,,,,,4SZko61aMnmgvNhfhgTuD3,"""4SZko61aMnmgvNhfhgTuD3"",",NA,NA
"Cooper, Alice",Alice Cooper,,452,460,454,NA,-41,1971,Hard Rock/Metal,Studio,,35,,spotify:album:6p7jHbG5Bd6z2JgfKx0um7,https://app.chartmetric.com/album/3974160/about,,Male,,,,,6p7jHbG5Bd6z2JgfKx0um7,"""6p7jHbG5Bd6z2JgfKx0um7"",",NA,NA
Sly & The Family Stone,Sly & The Family Stone,,100,99,99,82,17,1971,Funk/Disco,Studio,,1,,spotify:album:29f2cOueckYE8Nc1pkJjrU,https://app.chartmetric.com/album/1146824/about,,Male/Female,,,,,29f2cOueckYE8Nc1pkJjrU,"""29f2cOueckYE8Nc1pkJjrU"",",NA,NA
Rolling Stones,Rolling Stones,,7,7,7,14,-7,1972,Blues/Blues Rock,Studio,,1,,spotify:album:5U4dnRZsfW8NmwBBkELFPh,https://app.chartmetric.com/album/2981668/about,,Male,,,,,5U4dnRZsfW8NmwBBkELFPh,"""5U4dnRZsfW8NmwBBkELFPh"",",NA,NA
Lil Wayne,Lil Wayne,,NA,NA,437,208,293,2008,Hip-Hop/Rap,Studio,,1,,spotify:album:5BGzOpea6At0Nd7tYtYZOP,https://app.chartmetric.com/album/2990909/about,,Male,,,,,5BGzOpea6At0Nd7tYtYZOP,"""5BGzOpea6At0Nd7tYtYZOP"",",NA,NA
"Bowie, David",David Bowie,,35,35,35,40,-5,1972,NA,Studio,,75,,spotify:album:48D1hRORqJq52qsnUYZX56,https://app.chartmetric.com/album/350823/about,,Male,,,,,48D1hRORqJq52qsnUYZX56,"""48D1hRORqJq52qsnUYZX56"",",NA,NA
"Wonder, Stevie",Stevie Wonder,,90,90,90,59,31,1972,Soul/Gospel/R&B,Studio,,3,,spotify:album:3PResMqFgQYBfzTnqTKwQw,https://app.chartmetric.com/album/3313984/about,,Male,,,,,3PResMqFgQYBfzTnqTKwQw,"""3PResMqFgQYBfzTnqTKwQw"",",NA,NA
Joy Division,Joy Division,,NA,NA,NA,211,290,1980,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:5Dgqy4bBg09Rdw7CQM545s,https://app.chartmetric.com/album/5159540/about,,Male,,,,,5Dgqy4bBg09Rdw7CQM545s,"""5Dgqy4bBg09Rdw7CQM545s"",",NA,NA
"Petty, Tom",Tom Petty,,NA,NA,NA,214,287,1994,NA,Studio,,5,,spotify:album:3ZGUBwDiY5HPOcWv4SBPQg,https://app.chartmetric.com/album/3989296/about,,Male,,,,,3ZGUBwDiY5HPOcWv4SBPQg,"""3ZGUBwDiY5HPOcWv4SBPQg"",",NA,NA
"Young, Neil",Neil Young,,79,78,82,72,6,1972,Country/Folk/Country Rock/Folk Rock,Studio,,1,,Not on Spotify,NA,,Male,,,,,NOS003,"""Not on Spotify"",",NA,NA
"Smith, Elliott",Elliott Smith,,NA,NA,NA,216,285,1997,NA,Studio,,173,,spotify:album:5bmpvyP7UGqB4VuXmrJUMy,https://app.chartmetric.com/album/162849/about,,Male,,,,,5bmpvyP7UGqB4VuXmrJUMy,"""5bmpvyP7UGqB4VuXmrJUMy"",",NA,NA
Oasis,Oasis,,NA,NA,NA,217,284,1994,Indie/Alternative Rock,Studio,,58,,spotify:album:3AMHMM2aNG6k3d7ybcQ5bY,https://app.chartmetric.com/album/382296/about,,Male,,,,,3AMHMM2aNG6k3d7ybcQ5bY,"""3AMHMM2aNG6k3d7ybcQ5bY"",",NA,NA
Raekwon,Raekwon,,NA,NA,480,219,282,1995,Hip-Hop/Rap,Studio,,4,,spotify:album:7btiyhWzUfzxN3ijSiBpC8,https://app.chartmetric.com/album/3970913/about,,Male,,,,,7btiyhWzUfzxN3ijSiBpC8,"""7btiyhWzUfzxN3ijSiBpC8"",",NA,NA
"Mayfield, Curtis",Curtis Mayfield,,69,69,72,76,-7,1972,Soul/Gospel/R&B,Soundtrack,,1,,spotify:album:5ljIGCRRvS48V4ADzPGav2,https://app.chartmetric.com/album/3973309/about,,Male,,,,,5ljIGCRRvS48V4ADzPGav2,"""5ljIGCRRvS48V4ADzPGav2"",",NA,NA
"Reed, Lou",Lou Reed,,192,194,194,109,85,1972,NA,Studio,,29,,spotify:album:5SqbMEyAt8332ISGiLX0St,https://app.chartmetric.com/album/903593/about,,Male,,,,,5SqbMEyAt8332ISGiLX0St,"""5SqbMEyAt8332ISGiLX0St"",",NA,NA
Steely Dan,Steely Dan,,235,238,240,168,70,1972,NA,Studio,,17,,spotify:album:6DlSUW5gmq6Byc3osKDJ2p,https://app.chartmetric.com/album/24790512/about,,Male,,,,,6DlSUW5gmq6Byc3osKDJ2p,"""6DlSUW5gmq6Byc3osKDJ2p"",",NA,NA
Wilco,Wilco,,493,NA,493,225,276,2002,NA,Studio,,13,,spotify:album:0rPtXOMN42nsLDiShvGamv,https://app.chartmetric.com/album/3958531/about,,Male,,,,,0rPtXOMN42nsLDiShvGamv,"""0rPtXOMN42nsLDiShvGamv"",",NA,NA
Various Artists,Jimmy Cliff,,121,119,122,174,-55,1972,Reggae,Soundtrack,,140,,spotify:album:4oxdKcC9epGo9viy1j8fN7,https://app.chartmetric.com/album/6877193/about,,Male,,,,,4oxdKcC9epGo9viy1j8fN7,"""4oxdKcC9epGo9viy1j8fN7"",",NA,NA
"Drake, Nick",Nick Drake,,316,320,321,203,117,1972,NA,Studio,,201,,spotify:album:5mwOo1zikswhmfHvtqVSXg,https://app.chartmetric.com/album/10634784/about,,Male,,,,,5mwOo1zikswhmfHvtqVSXg,"""5mwOo1zikswhmfHvtqVSXg"",",NA,NA
De La Soul,De La Soul,,NA,NA,NA,228,273,1991,Hip-Hop/Rap,Studio,,26,,spotify:album:5F3GEttPPR58Gg15BKUsTd,https://app.chartmetric.com/album/26377426/about,,Male,,,,,5F3GEttPPR58Gg15BKUsTd,"""5F3GEttPPR58Gg15BKUsTd"",",NA,NA
Eagles,Eagles,,370,374,368,207,167,1972,Country/Folk/Country Rock/Folk Rock,Studio,,22,,spotify:album:51B7LbLWgYLKBVSpkan8Z7,https://app.chartmetric.com/album/1005273/about,,Male,,,,,51B7LbLWgYLKBVSpkan8Z7,"""51B7LbLWgYLKBVSpkan8Z7"",",NA,NA
"John, Elton",Elton John,,353,357,359,251,106,1972,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:2ei2X6ghPnw7YRwQtAH075,https://app.chartmetric.com/album/3043585/about,,Male,,,,,2ei2X6ghPnw7YRwQtAH075,"""2ei2X6ghPnw7YRwQtAH075"",",NA,NA
"Newman, Randy",Randy Newman,,317,321,322,268,53,1972,NA,Studio,,163,,spotify:album:7ojNQckNp7Tj2BkLJCiiUL,https://app.chartmetric.com/album/3974023/about,,Male,,,,,7ojNQckNp7Tj2BkLJCiiUL,"""7ojNQckNp7Tj2BkLJCiiUL"",",NA,NA
"Green, Al",Al Green,,282,285,286,306,-21,1972,Soul/Gospel/R&B,Studio,,4,,spotify:album:7hI0QCwcx9GB8MZK24IfTT,https://app.chartmetric.com/album/1760540/about,,Male,,,,,7hI0QCwcx9GB8MZK24IfTT,"""7hI0QCwcx9GB8MZK24IfTT"",",NA,NA
Daft Punk,Daft Punk,,NA,NA,NA,236,265,2001,Electronic,Studio,,23,,spotify:album:2noRn2Aes5aoNVsU6iWThc,https://app.chartmetric.com/album/3249171/about,,Male,,,,,2noRn2Aes5aoNVsU6iWThc,"""2noRn2Aes5aoNVsU6iWThc"",",NA,NA
"Wonder, Stevie",Stevie Wonder,,281,284,285,350,-66,1972,Soul/Gospel/R&B,Studio,,21,,spotify:album:7n0bcoRDylRw5PUKn2PlRJ,https://app.chartmetric.com/album/3119240/about,,Male,,,,,7n0bcoRDylRw5PUKn2PlRJ,"""7n0bcoRDylRw5PUKn2PlRJ"",",NA,NA
"Rundgren, Todd",Todd Rundgren,,172,173,173,396,-223,1972,NA,Studio,,29,,spotify:album:3fRCOoTbBsOITBWlCRCJQr,https://app.chartmetric.com/album/3972707/about,,Male,,,,,3fRCOoTbBsOITBWlCRCJQr,"""3fRCOoTbBsOITBWlCRCJQr"",",NA,NA
"Simon, Paul",Paul Simon,,264,267,268,425,-158,1972,NA,Studio,,4,,spotify:album:7npBPiCHjPj8PVIGPuHXep,https://app.chartmetric.com/album/1834583/about,,Male,,,,,7npBPiCHjPj8PVIGPuHXep,"""7npBPiCHjPj8PVIGPuHXep"",",NA,NA
Big Star,Big Star,,430,438,434,474,-36,1972,Singer-Songwriter/Heartland Rock,Studio,,201,,spotify:album:1BumwwIEw1EC3xAHyf1ive,https://app.chartmetric.com/album/2938196/about,,Male,,,,,1BumwwIEw1EC3xAHyf1ive,"""1BumwwIEw1EC3xAHyf1ive"",",NA,NA
Professor Longhair,Professor Longhair,,218,220,222,NA,-281,1972,NA,Compilation,,201,,spotify:album:4vQc378UGRZAaJemArhMpv,https://app.chartmetric.com/album/1466654/about,,Male,,,,,4vQc378UGRZAaJemArhMpv,"""4vQc378UGRZAaJemArhMpv"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,NA,244,257,2008,Hip-Hop/Rap,Studio,,1,,spotify:album:3WFTGIO6E3Xh4paEOBY9OU,https://app.chartmetric.com/album/3253245/about,,Male,,,,,3WFTGIO6E3Xh4paEOBY9OU,"""3WFTGIO6E3Xh4paEOBY9OU"",",NA,NA
LL Cool J,LL Cool J,,NA,NA,NA,246,255,1991,Hip-Hop/Rap,Studio,,16,,spotify:album:7p7kcsrdoJ8DKQIMouujcb,https://app.chartmetric.com/album/3015774/about,,Male,,,,,7p7kcsrdoJ8DKQIMouujcb,"""7p7kcsrdoJ8DKQIMouujcb"",",NA,NA
Green Day,Green Day,,NA,NA,225,248,253,2004,Punk/Post-Punk/New Wave/Power Pop,Studio,,1,,spotify:album:5dN7F9DV0Qg1XRdIgW8rke,https://app.chartmetric.com/album/3989977/about,,Male,,,,,5dN7F9DV0Qg1XRdIgW8rke,"""5dN7F9DV0Qg1XRdIgW8rke"",",NA,NA
Kinks,The Kinks,,227,231,232,NA,-270,1972,NA,Compilation,,94,,spotify:album:0zceG63ENXUsEIejj1UXFa,https://app.chartmetric.com/album/515889/about,,Male,,,,,0zceG63ENXUsEIejj1UXFa,"""0zceG63ENXUsEIejj1UXFa"",",NA,NA
O'Jays,The O'Jays,,314,318,318,NA,-183,1972,Soul/Gospel/R&B,Studio,,201,,spotify:album:09jTPeDoSuJLLAwFGNUKCX,https://app.chartmetric.com/album/3955289/about,,Male,,,,,09jTPeDoSuJLLAwFGNUKCX,"""09jTPeDoSuJLLAwFGNUKCX"",",NA,NA
Dr. John,Dr. John,,398,402,404,NA,-99,1972,Blues/Blues Rock,Studio,,112,,spotify:album:15jDv2HgLoilWgd4KWaLQn,https://app.chartmetric.com/album/3973090/about,,Male,,,,,15jDv2HgLoilWgd4KWaLQn,"""15jDv2HgLoilWgd4KWaLQn"",",NA,NA
War,War,,441,449,444,NA,-52,1972,NA,Studio,,1,,spotify:album:4UZmpGH8kpAgyZ2yqQ8sP9,https://app.chartmetric.com/album/211781/about,,Male,,,,,4UZmpGH8kpAgyZ2yqQ8sP9,"""4UZmpGH8kpAgyZ2yqQ8sP9"",",NA,NA
"Hancock, Herbie",Herbie Hancock,,498,NA,NA,254,247,1973,Big Band/Jazz,Studio,,13,,spotify:album:5fmIolILp5NAtNYiRPjhzA,https://app.chartmetric.com/album/3954925/about,,Male,,,,,5fmIolILp5NAtNYiRPjhzA,"""5fmIolILp5NAtNYiRPjhzA"",",NA,NA
Mott the Hoople,Mott the Hoople,,483,491,484,NA,-10,1972,NA,Studio,,89,,spotify:album:3LdlOZcV0dp7ePBXe2KAGa,https://app.chartmetric.com/album/1889120/about,,Male,,,,,3LdlOZcV0dp7ePBXe2KAGa,"""3LdlOZcV0dp7ePBXe2KAGa"",",NA,NA
Beastie Boys,Beastie Boys,,NA,NA,NA,261,240,1992,Hip-Hop/Rap,Studio,,10,,spotify:album:7CSP7J60QKIBCqOV64qILq,https://app.chartmetric.com/album/3173108/about,,Male,,,,,7CSP7J60QKIBCqOV64qILq,"""7CSP7J60QKIBCqOV64qILq"",",NA,NA
New Order,New Order,,NA,NA,NA,262,239,1983,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:6NTrwu1XJ56jBPx7HMksbZ,https://app.chartmetric.com/album/675887/about,,Male,,,,,6NTrwu1XJ56jBPx7HMksbZ,"""6NTrwu1XJ56jBPx7HMksbZ"",",NA,NA
Simon & Garfunkel,Simon & Garfunkel,,NA,293,NA,NA,-208,1972,NA,Greatest Hits,,5,,spotify:album:4Em5W5HgYEvhpc2elrpKES,https://app.chartmetric.com/album/4412128/about,,Male,,,,,4Em5W5HgYEvhpc2elrpKES,"""4Em5W5HgYEvhpc2elrpKES"",",NA,NA
"Wonder, Stevie",Stevie Wonder,,24,23,24,34,-11,1973,Funk/Disco,Studio,,4,,spotify:album:5jgI8Eminx9MmLBontDWq8,https://app.chartmetric.com/album/3115788/about,,Male,,,,,5jgI8Eminx9MmLBontDWq8,"""5jgI8Eminx9MmLBontDWq8"",",NA,NA
Pavement,Pavement,,NA,NA,NA,265,236,1995,Indie/Alternative Rock,Studio,,117,,spotify:album:0OHDiDMyxzWJfwtoeHNCf4,https://app.chartmetric.com/album/1885910/about,,Male,,,,,0OHDiDMyxzWJfwtoeHNCf4,"""0OHDiDMyxzWJfwtoeHNCf4"",",NA,NA
Pink Floyd,Pink Floyd,,43,43,43,55,-12,1973,NA,Studio,,1,,spotify:album:4LH4d3cOWNNsVw41Gqt2kv,https://app.chartmetric.com/album/1740937/about,,Male,,,,,4LH4d3cOWNNsVw41Gqt2kv,"""4LH4d3cOWNNsVw41Gqt2kv"",",NA,NA
"John, Elton",Elton John,,91,91,91,112,-21,1973,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:5WupqgR68HfuHt3BMJtgun,https://app.chartmetric.com/album/3129174/about,,Male,,,,,5WupqgR68HfuHt3BMJtgun,"""5WupqgR68HfuHt3BMJtgun"",",NA,NA
Led Zeppelin,Led Zeppelin,,148,149,148,278,-129,1973,Hard Rock/Metal,Studio,,1,,spotify:album:0GqpoHJREPp0iuXK3HzrHk,https://app.chartmetric.com/album/382056/about,,Male,,,,,0GqpoHJREPp0iuXK3HzrHk,"""0GqpoHJREPp0iuXK3HzrHk"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,NA,269,232,2013,Hip-Hop/Rap,Studio,,1,,spotify:album:7D2NdGvBHIavgLhmcwhluK,https://app.chartmetric.com/album/3012380/about,,Male,,,,,7D2NdGvBHIavgLhmcwhluK,"""7D2NdGvBHIavgLhmcwhluK"",",NA,NA
New York Dolls,New York Dolls,,211,213,215,301,-88,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,,116,,spotify:album:2xbTV0Awe4Qm5caUVuPbMr,https://app.chartmetric.com/album/3917621/about,,Male,,,,,2xbTV0Awe4Qm5caUVuPbMr,"""2xbTV0Awe4Qm5caUVuPbMr"",",NA,NA
Toots & The Maytals,Toots & The Maytals,,374,378,380,344,34,1973,Reggae,Compilation,,164,,spotify:album:7a341nZsSfwyBsq1tMPETz,https://app.chartmetric.com/album/3878943/about,,Male,,,,,7a341nZsSfwyBsq1tMPETz,"""7a341nZsSfwyBsq1tMPETz"",",NA,NA
"Mayfield, Curtis",Curtis Mayfield,,NA,NA,NA,275,226,1970,Soul/Gospel/R&B,Studio,,19,,spotify:album:1e7dJKGZZaPEsge725g2S8,https://app.chartmetric.com/album/3974649/about,,Male,,,,,1e7dJKGZZaPEsge725g2S8,"""1e7dJKGZZaPEsge725g2S8"",",NA,NA
"Springsteen, Bruce",Bruce Springsteen,,132,132,133,345,-213,1973,Singer-Songwriter/Heartland Rock,Studio,,59,,spotify:album:1rmhti8uHw21LnaWMQy608,https://app.chartmetric.com/album/3952238/about,,Male,,,,,1rmhti8uHw21LnaWMQy608,"""1rmhti8uHw21LnaWMQy608"",",NA,NA
Roxy Music,Roxy Music,,390,394,396,351,43,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,,193,,spotify:album:6gKMWnGptVs6yT2MgCxw29,https://app.chartmetric.com/album/3145336/about,,Male,,,,,6gKMWnGptVs6yT2MgCxw29,"""6gKMWnGptVs6yT2MgCxw29"",",NA,NA
Lynyrd Skynyrd,Lynyrd Skynyrd,,397,401,403,381,20,1973,Country/Folk/Country Rock/Folk Rock,Studio,,27,,spotify:album:6DExt1eX4lflLacVjHHbOs,https://app.chartmetric.com/album/3872176/about,,Male,,,,,6DExt1eX4lflLacVjHHbOs,"""6DExt1eX4lflLacVjHHbOs"",",NA,NA
50 Cent,50 Cent,,NA,NA,NA,280,221,2003,Hip-Hop/Rap,Studio,,1,,spotify:album:4ycNE7y1rp5215g1kkqk1P,https://app.chartmetric.com/album/3174284/about,,Male,,,,,4ycNE7y1rp5215g1kkqk1P,"""4ycNE7y1rp5215g1kkqk1P"",",NA,NA
"Nilsson, Harry",Harry Nilsson,,NA,NA,NA,281,220,1971,NA,Studio,,166,,spotify:album:3EfpOFKjotrMQTFTnxrXaB,https://app.chartmetric.com/album/3970637/about,,Male,,,,,3EfpOFKjotrMQTFTnxrXaB,"""3EfpOFKjotrMQTFTnxrXaB"",",NA,NA
"Gaye, Marvin",Marvin Gaye,,164,165,165,422,-257,1973,Soul/Gospel/R&B,Studio,,2,,spotify:album:1oIICL75sMuInkEhX8jj3b,https://app.chartmetric.com/album/3098079/about,,Male,,,,,1oIICL75sMuInkEhX8jj3b,"""1oIICL75sMuInkEhX8jj3b"",",NA,NA
"Haggard, Merle",Merle Haggard,,NA,NA,477,284,217,1996,Country/Folk/Country Rock/Folk Rock,Compilation,,201,,spotify:album:40Wi0Ej08sw9B4URIOabOI,https://app.chartmetric.com/album/3082227/about,,Male,,,,,40Wi0Ej08sw9B4URIOabOI,"""40Wi0Ej08sw9B4URIOabOI"",",NA,NA
"Green, Al",Al Green,,286,289,290,427,-138,1973,Soul/Gospel/R&B,Studio,,10,,spotify:album:1hryVGXoRLV9WAhO97xEDJ,https://app.chartmetric.com/album/1893117/about,,Male,,,,,1hryVGXoRLV9WAhO97xEDJ,"""1hryVGXoRLV9WAhO97xEDJ"",",NA,NA
Iggy and The Stooges,The Stooges,,127,125,128,NA,-376,1973,Punk/Post-Punk/New Wave/Power Pop,Studio,,182,,spotify:album:6mxbG8KrOTZIxlP4gzaliM,https://app.chartmetric.com/album/3955319/about,,Male,,,,,6mxbG8KrOTZIxlP4gzaliM,"""6mxbG8KrOTZIxlP4gzaliM"",",NA,NA
"Who, The",The Who,,263,266,267,NA,-235,1973,NA,Studio,,2,,spotify:album:2miMVTH3qNA49YD2BUaIWK,https://app.chartmetric.com/album/3082157/about,,Male,,,,,2miMVTH3qNA49YD2BUaIWK,"""2miMVTH3qNA49YD2BUaIWK"",",NA,NA
"Bowie, David",David Bowie,,274,277,279,NA,-224,1973,NA,Studio,,17,,spotify:album:3HZKOk1knxrUU3y5ZIOdbz,https://app.chartmetric.com/album/1314913/about,,Male,,,,,3HZKOk1knxrUU3y5ZIOdbz,"""3HZKOk1knxrUU3y5ZIOdbz"",",NA,NA
OutKast,OutKast,,NA,NA,NA,290,211,2003,Hip-Hop/Rap,Studio,,1,,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,https://app.chartmetric.com/album/805321/about,,Male,,,,,1UsmQ3bpJTyK6ygoOOjG1r,"""1UsmQ3bpJTyK6ygoOOjG1r"",",NA,NA
Wailers,Bob Marley,,315,319,319,NA,-182,1973,Reggae,Studio,,151,,spotify:album:5EZMcYc3xK0rlru83kHpUe,https://app.chartmetric.com/album/3187481/about,,Male,,,,,5EZMcYc3xK0rlru83kHpUe,"""5EZMcYc3xK0rlru83kHpUe"",",NA,NA
"Reed, Lou",Lou Reed,,340,344,344,NA,-157,1973,NA,Studio,,98,,spotify:album:4iaDgkP0M6ahEHrBynAFei,https://app.chartmetric.com/album/3971074/about,,Male,,,,,4iaDgkP0M6ahEHrBynAFei,"""4iaDgkP0M6ahEHrBynAFei"",",NA,NA
Daft Punk,Daft Punk,,NA,NA,NA,295,206,2013,Electronic,Studio,,1,,spotify:album:4m2880jivSbbyEGAKfITCa,https://app.chartmetric.com/album/417670/about,,Male,,,,,4m2880jivSbbyEGAKfITCa,"""4m2880jivSbbyEGAKfITCa"",",NA,NA
Mott the Hoople,Mott the Hoople,,362,366,370,NA,-135,1973,NA,Studio,,35,,spotify:album:3ApRy4edE6ZYi081aFpq4s,https://app.chartmetric.com/album/131534/about,,Male,,,,,3ApRy4edE6ZYi081aFpq4s,"""3ApRy4edE6ZYi081aFpq4s"",",NA,NA
"Springsteen, Bruce",Bruce Springsteen,,375,379,NA,NA,-122,1973,Singer-Songwriter/Heartland Rock,Studio,,60,,spotify:album:4hQ5RfHzq1SGJNfZWrpg7C,https://app.chartmetric.com/album/3952217/about,,Male,,,,,4hQ5RfHzq1SGJNfZWrpg7C,"""4hQ5RfHzq1SGJNfZWrpg7C"",",NA,NA
"Petty, Tom",Tom Petty,,NA,NA,NA,298,203,1989,NA,Studio,,3,,spotify:album:5d71Imt5CIb7LpQwDMQ093,https://app.chartmetric.com/album/3967843/about,,Male,,,,,5d71Imt5CIb7LpQwDMQ093,"""5d71Imt5CIb7LpQwDMQ093"",",NA,NA
"Browne, Jackson",Jackson Browne,,449,457,450,NA,-44,1973,NA,Studio,,43,,spotify:album:12X80pgkHSjMDgAAS0HBdr,https://app.chartmetric.com/album/644458/about,,Male,,,,,12X80pgkHSjMDgAAS0HBdr,"""12X80pgkHSjMDgAAS0HBdr"",",NA,NA
ZZ Top,ZZ Top,,490,498,490,NA,-3,1973,Blues/Blues Rock,Studio,,8,,spotify:album:0Em8m9kRctyH9S3MTXAHvY,https://app.chartmetric.com/album/3974415/about,,Male,,,,,0Em8m9kRctyH9S3MTXAHvY,"""0Em8m9kRctyH9S3MTXAHvY"",",NA,NA
Wailers,Bob Marley,,125,123,126,140,-17,1973,Reggae,Studio,,171,,spotify:album:39kLAVdcgW7jbMcTEaY2qy,https://app.chartmetric.com/album/3117900/about,,Male/Female,,,,,39kLAVdcgW7jbMcTEaY2qy,"""39kLAVdcgW7jbMcTEaY2qy"",",NA,NA
